Unnamed: 0.1,Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket,Rocket,Status Mission,Latitude,Longitude,Mission.Year,Company ID
18,18,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-06-23 01:43:00+00:00,Long March 3B/E | Beidou-3 G3,StatusActive,29.15,Success,28.24576155,102.02793799844264,2020,1
19,19,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-06-17 07:19:00+00:00,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",StatusActive,29.75,Success,40.964989,100.2838214916303,2020,1
20,20,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-13 09:21:00+00:00,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
21,21,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-06-13 05:12:00+00:00,Electron/Curie | Don't stop me now!,StatusActive,7.5,Success,-41.5000831,172.8344077,2020,8
22,22,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-06-10 18:31:00+00:00,Long March 2C | Haiyang-1D,StatusActive,30.8,Success,35.0000663,104.999955,2020,1
23,23,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-06-04 01:25:00+00:00,Falcon 9 Block 5 | Starlink V1 L7,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
24,24,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2020-05-31 08:53:00+00:00,Long March 2D | Gaofen-9-02 & HEAD-4,StatusActive,29.75,Success,40.964989,100.2838214916303,2020,1
25,25,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-05-30 19:22:00+00:00,Falcon 9 Block 5 | SpaceX Demo-2,StatusActive,50,Success,28.524279550000003,-80.68185579912377,2020,0
26,26,CASC,"Xichang Satellite Launch Center, China",2020-05-29 20:13:00+00:00,Long March 11 | XJS-G and XJS-H,StatusActive,5.3,Success,28.24576155,102.02793799844264,2020,1
27,27,Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA",2020-05-25 19:50:00+00:00,LauncherOne | Demo Flight,StatusActive,12,Failure,36.7014631,-118.755997,2020,9
28,28,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-05-22 07:31:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2546,StatusActive,,Success,64.6863136,97.7453061,2020,10
29,29,MHI,"LA-Y2, Tanegashima Space Center, Japan",2020-05-20 17:31:00+00:00,H-IIB | HTV-9,StatusRetired,112.5,Success,30.39434145,130.9577894923186,2020,11
30,30,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-05-17 13:14:00+00:00,Atlas V 501 | OTV-6 (USSF-7),StatusActive,120,Success,27.7567667,-81.4639835,2020,3
31,31,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-05-12 01:16:00+00:00,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,StatusActive,,Success,40.964989,100.2838214916303,2020,6
32,32,CASC,"LC-101, Wenchang Satellite Launch Center, China",2020-05-05 10:00:00+00:00,Long March 5B | Test Flight (New Crew Capsule),StatusActive,,Success,35.0000663,104.999955,2020,1
33,33,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-25 01:51:00+00:00,Soyuz 2.1a | Progress MS-14,StatusActive,48.5,Success,45.9178932,63.40837213703634,2020,2
34,34,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-04-22 19:30:00+00:00,Falcon 9 Block 5 | Starlink V1 L6,StatusActive,50,Success,28.524279550000003,-80.68185579912377,2020,0
35,35,IRGC,"Launch Plateform, Shahrud Missile Test Site",2020-04-22 03:59:00+00:00,Qased | Noor 1,StatusActive,,Success,,,2020,12
36,36,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-04-09 11:46:00+00:00,Long March 3B/E | Nusantara Dua,StatusActive,29.15,Failure,28.24576155,102.02793799844264,2020,1
37,37,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-04-09 08:05:00+00:00,Soyuz 2.1a | Soyuz MS-16,StatusActive,48.5,Success,45.9178932,63.40837213703634,2020,2
38,38,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-03-26 20:18:00+00:00,Atlas V 551 | AEHF 6,StatusActive,153,Success,27.7567667,-81.4639835,2020,3
39,39,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-03-24 03:43:00+00:00,Long March 2C | Yaogan-30-06,StatusActive,30.8,Success,28.24576155,102.02793799844264,2020,1
40,40,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-03-21 17:06:00+00:00,Soyuz 2.1b/Fregat | OneWeb #3,StatusActive,48.5,Success,45.9178932,63.40837213703634,2020,13
41,41,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-03-18 12:16:00+00:00,Falcon 9 Block 5 | Starlink V1 L5,StatusActive,50,Success,28.524279550000003,-80.68185579912377,2020,0
42,42,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2020-03-16 18:28:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2545,StatusActive,,Success,64.6863136,97.7453061,2020,10
43,43,CASC,"LC-201, Wenchang Satellite Launch Center, China",2020-03-16 13:34:00+00:00,Long March 7A | XJY-6,StatusActive,,Failure,35.0000663,104.999955,2020,1
44,44,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-03-09 11:55:00+00:00,Long March 3B/E | Beidou-3 G2,StatusActive,29.15,Success,28.24576155,102.02793799844264,2020,1
45,45,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-03-07 04:50:00+00:00,Falcon 9 Block 5 | CRS-20,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
46,46,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2020-02-20 08:24:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­19L,StatusActive,48.5,Success,64.6863136,97.7453061,2020,10
47,47,CASC,"LC-3, Xichang Satellite Launch Center, China",2020-02-19 21:07:00+00:00,Long March 2D | XJS-C to F,StatusActive,29.75,Success,28.24576155,102.02793799844264,2020,1
48,48,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-02-18 22:18:00+00:00,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,StatusActive,200,Success,5.21237515,-52.77388326708221,2020,13
49,49,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-02-17 15:05:00+00:00,Falcon 9 Block 5 | Starlink V1 L4,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
50,50,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2020-02-15 20:21:00+00:00,Antares 230+ | CRS NG-13,StatusActive,85,Success,37.93523815,-75.46969556654054,2020,5
51,51,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2020-02-10 04:03:00+00:00,Atlas V 411 | Solar Orbiter,StatusActive,115,Success,27.7567667,-81.4639835,2020,3
52,52,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2020-02-09 15:48:00+00:00,Simorgh | Zafar 1,StatusActive,,Failure,35.221533550000004,53.89705678310016,2020,14
53,53,MHI,"LA-Y1, Tanegashima Space Center, Japan",2020-02-09 01:34:00+00:00,H-IIA 202 | IGS-Optical 7,StatusActive,90,Success,30.39434145,130.9577894923186,2020,11
54,54,Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2020-02-06 21:42:00+00:00,Soyuz 2.1b/Fregat | OneWeb #2,StatusActive,48.5,Success,45.9178932,63.40837213703634,2020,13
55,55,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2020-01-31 02:56:00+00:00,Electron/Curie | Birds of a Feather / NROL-151,StatusActive,7.5,Success,-41.5000831,172.8344077,2020,8
56,56,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-29 14:06:00+00:00,Falcon 9 Block 5 | Starlink V1 L3,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
57,57,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2020-01-19 15:30:00+00:00,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,StatusActive,50,Success,28.524279550000003,-80.68185579912377,2020,0
58,58,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2020-01-16 21:05:00+00:00,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,StatusActive,200,Success,5.21237515,-52.77388326708221,2020,13
59,59,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2020-01-16 03:02:00+00:00,Kuaizhou 1A | Yinhe-1,StatusActive,,Success,40.964989,100.2838214916303,2020,6
60,60,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2020-01-15 02:53:00+00:00,Long March 2D | Jilin-1 Wideband 01 & ??uSat-7/8,StatusActive,29.75,Success,35.0000663,104.999955,2020,1
61,61,CASC,"LC-2, Xichang Satellite Launch Center, China",2020-01-07 15:20:00+00:00,Long March 3B/E | TJSW-5,StatusActive,29.15,Success,28.24576155,102.02793799844264,2020,1
62,62,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2020-01-07 02:19:00+00:00,Falcon 9 Block 5 | Starlink V1 L2,StatusActive,50,Success,27.7567667,-81.4639835,2020,0
63,63,CASC,"LC-101, Wenchang Satellite Launch Center, China",2019-12-27 12:45:00+00:00,Long March 5 | Shijian-20,StatusActive,,Success,35.0000663,104.999955,2019,1
64,64,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-12-26 23:11:00+00:00,"Rokot/Briz KM | Gonets-M ???24, 25, 26 [block-15] & Blits-M1",StatusRetired,41.8,Success,64.6863136,97.7453061,2019,10
65,65,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-12-24 12:03:00+00:00,Proton-M/DM-3 | Elektro-L n†­3,StatusActive,65,Success,45.9178932,63.40837213703634,2019,2
66,66,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-12-20 11:36:00+00:00,Atlas V N22 | Starliner OFT,StatusActive,,Success,27.7567667,-81.4639835,2019,3
67,67,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-12-20 03:22:00+00:00,"Long March 4B | CBERS-4A, ETRSS-1 & Others",StatusActive,64.68,Success,35.0000663,104.999955,2019,1
68,68,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-12-18 08:54:00+00:00,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",StatusActive,,Success,5.21237515,-52.77388326708221,2019,13
69,69,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-17 00:10:00+00:00,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,StatusActive,50,Success,27.7567667,-81.4639835,2019,0
70,70,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-12-16 07:22:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M19 & M20,StatusActive,,Success,28.24576155,102.02793799844264,2019,1
71,71,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-12-11 17:55:00+00:00,New Shepard | NS-12,StatusActive,,Success,26.17170965,-98.1628013,2019,15
72,72,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-12-11 09:55:00+00:00,PSLV-QL | RISAT 2BR1,StatusActive,21,Success,13.6280508,80.22564247856761,2019,16
73,73,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",2019-12-11 08:54:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2544,StatusActive,48.5,Success,64.6863136,97.7453061,2019,10
74,74,ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-12-07 08:52:00+00:00,Kuaizhou 1A | HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B,StatusActive,,Success,40.964989,100.2838214916303,2019,6
75,75,ExPace,"Taiyuan Satellite Launch Center, China",2019-12-07 02:55:00+00:00,Kuaizhou 1A | Jilin-1 Gaofen-02B,StatusActive,,Success,35.0000663,104.999955,2019,6
76,76,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-12-06 09:34:00+00:00,Soyuz 2.1a | Progress MS-13 (74P),StatusActive,48.5,Success,45.9178932,63.40837213703634,2019,2
77,77,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-12-06 08:18:00+00:00,Electron/Curie | Running Out Of Fingers,StatusActive,7.5,Success,-41.5000831,172.8344077,2019,8
78,78,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-12-05 17:29:00+00:00,Falcon 9 Block 5 | CRS-19,StatusActive,50,Success,27.7567667,-81.4639835,2019,0
79,79,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-27 23:52:00+00:00,Long March 4C | Gaofen-12,StatusActive,64.68,Success,35.0000663,104.999955,2019,1
80,80,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-11-27 03:58:00+00:00,PSLV-XL | Cartosat-3 & Rideshares,StatusActive,31,Success,13.6280508,80.22564247856761,2019,16
81,81,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-11-26 21:23:00+00:00,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,StatusActive,200,Success,5.21237515,-52.77388326708221,2019,13
82,82,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-11-25 17:52:00+00:00,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,StatusActive,,Success,64.6863136,97.7453061,2019,10
83,83,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-11-23 00:55:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M21 & M22,StatusActive,,Success,28.24576155,102.02793799844264,2019,1
84,84,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-17 10:00:00+00:00,"Kuaizhou 1A | KL-Alpha A, KL-Alpha B",StatusActive,,Success,40.964989,100.2838214916303,2019,6
85,85,CASC,"LC-16, Taiyuan Satellite Launch Center, China",2019-11-13 06:35:00+00:00,Long March 6 | Ningxia-1 (x5),StatusActive,,Success,35.0000663,104.999955,2019,1
86,86,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-11-13 03:40:00+00:00,Kuaizhou 1A | Jilin 1-02A,StatusActive,,Success,40.964989,100.2838214916303,2019,6
87,87,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-11-11 14:56:00+00:00,Falcon 9 Block 5 | Starlink V1 L1,StatusActive,50,Success,27.7567667,-81.4639835,2019,0
88,88,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-11-04 17:43:00+00:00,Long March 3B/E | Beidou-3 IGSO-3,StatusActive,29.15,Success,28.24576155,102.02793799844264,2019,1
89,89,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-11-03 03:22:00+00:00,Long March 4B | Gaofen-7,StatusActive,64.68,Success,35.0000663,104.999955,2019,1
90,90,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-11-02 13:59:00+00:00,Antares 230+ | CRS NG-12,StatusActive,85,Success,37.93523815,-75.46969556654054,2019,5
91,91,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-10-26 17:40:00+00:00,SARGE | Launch 4,StatusActive,,Failure,32.27045695,-106.74296675432691,2019,17
92,92,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-10-17 15:21:00+00:00,Long March 3B/E | TJSW-4,StatusActive,29.15,Success,28.24576155,102.02793799844264,2019,1
93,93,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-10-17 01:22:00+00:00,Electron/Curie | As The Crow Flies,StatusActive,7.5,Success,-41.5000831,172.8344077,2019,8
94,94,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2019-10-11 01:59:00+00:00,Pegasus XL | ICON,StatusActive,40,Success,27.7567667,-81.4639835,2019,5
95,95,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-10-09 10:17:00+00:00,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,StatusActive,65,Success,45.9178932,63.40837213703634,2019,18
96,96,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-10-04 18:51:00+00:00,Long March 4C | Gaofen 10 (Replacement),StatusActive,64.68,Success,35.0000663,104.999955,2019,1
97,97,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-09-26 07:46:00+00:00,Soyuz 2.1b/Fregat | Cosmos 2541,StatusActive,48.5,Success,64.6863136,97.7453061,2019,10
98,98,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-09-25 13:57:00+00:00,Soyuz FG | Soyuz MS-15 (61S),StatusRetired,,Success,45.9178932,63.40837213703634,2019,2
99,99,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2019-09-25 00:54:00+00:00,Long March 2D | Yunhai-1-02,StatusActive,29.75,Success,40.964989,100.2838214916303,2019,1
100,100,MHI,"LA-Y2, Tanegashima Space Center, Japan",2019-09-24 16:05:00+00:00,H-IIB | HTV-8,StatusRetired,112.5,Success,30.39434145,130.9577894923186,2019,11
101,101,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-09-22 21:10:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M23 & M24,StatusActive,,Success,28.24576155,102.02793799844264,2019,1
102,102,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-09-19 06:42:00+00:00,Long March 11 | Zhuhai-1 Group 03,StatusActive,5.3,Success,40.964989,100.2838214916303,2019,1
103,103,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-09-12 03:26:00+00:00,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",StatusActive,64.68,Success,35.0000663,104.999955,2019,1
104,104,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-30 23:41:00+00:00,Kuaizhou 1A | KX-09 & Others,StatusActive,,Success,40.964989,100.2838214916303,2019,6
105,105,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2019-08-30 14:00:00+00:00,Rokot/Briz KM | Cosmos 2540,StatusRetired,41.8,Success,64.6863136,97.7453061,2019,10
106,106,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",,Safir-1B+ | Nahid-1,StatusActive,,Prelaunch Failure,35.221533550000004,53.89705678310016,-1,14
107,107,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019-08-22 13:06:00+00:00,"Delta IV Medium+ (4,2) | GPS III SV02",StatusRetired,164,Success,27.7567667,-81.4639835,2019,3
108,108,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-08-22 03:38:00+00:00,Soyuz 2.1a | Soyuz MS-14 (60S),StatusActive,48.5,Success,45.9178932,63.40837213703634,2019,2
109,109,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-08-19 12:12:00+00:00,"Electron/Curie | Look Ma, No Hands!",StatusActive,7.5,Success,-41.5000831,172.8344077,2019,8
110,110,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-08-19 12:03:00+00:00,Long March 3B/E | ChinaSat 18,StatusActive,29.15,Success,28.24576155,102.02793799844264,2019,1
111,111,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-17 04:11:00+00:00,Jielong-1 | Tianqi-4 & Others,StatusActive,7.5,Success,40.964989,100.2838214916303,2019,1
112,112,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-08-08 10:13:00+00:00,Atlas V 551 | AEHF 5,StatusActive,153,Success,27.7567667,-81.4639835,2019,3
113,113,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-08-06 23:23:00+00:00,Falcon 9 Block 5 | AMOS-17,StatusActive,50,Success,27.7567667,-81.4639835,2019,0
114,114,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-08-06 19:30:00+00:00,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200,Success,5.21237515,-52.77388326708221,2019,13
115,115,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-08-05 21:56:00+00:00,Proton-M/Briz-M | Cosmos 2539,StatusActive,65,Success,45.9178932,63.40837213703634,2019,2
116,116,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-07-31 12:10:00+00:00,Soyuz 2.1a | Progress MS-12,StatusActive,48.5,Success,45.9178932,63.40837213703634,2019,2
117,117,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-30 05:56:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L,StatusActive,48.5,Success,64.6863136,97.7453061,2019,10
118,118,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-07-26 03:57:00+00:00,Long March 2C | Yaogan-30-05,StatusActive,30.8,Success,28.24576155,102.02793799844264,2019,1
119,119,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-07-25 22:01:00+00:00,Falcon 9 Block 5 | CRS-18,StatusActive,50,Success,27.7567667,-81.4639835,2019,0
120,120,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",2019-07-25 05:00:00+00:00,Hyperbola-1 | CAS-7B & Others,StatusActive,,Success,40.964989,100.2838214916303,2019,19
121,121,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-07-22 09:13:00+00:00,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62,Success,13.6280508,80.22564247856761,2019,16
122,122,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-07-20 16:28:00+00:00,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,,Success,45.9178932,63.40837213703634,2019,2
123,123,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-07-13 12:31:00+00:00,Proton-M/DM-3 | Spektr-RG,StatusActive,65,Success,45.9178932,63.40837213703634,2019,2
124,124,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-07-11 01:53:00+00:00,Vega | Falcon Eye 1,StatusActive,37,Failure,5.21237515,-52.77388326708221,2019,13
125,125,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-10 17:14:00+00:00,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,,Success,64.6863136,97.7453061,2019,10
126,126,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2019-07-05 05:41:00+00:00,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,,Success,51.85318155,128.34513791632537,2019,2
127,127,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-06-29 18:00:00+00:00,SARGE | Launch 3,StatusActive,,Partial Failure,32.27045695,-106.74296675432691,2019,17
128,128,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-06-29 04:30:00+00:00,Electron/Curie | Make it Rain,StatusActive,7.5,Success,-41.5000831,172.8344077,2019,8
129,129,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-06-25 06:30:00+00:00,Falcon Heavy | STP-2,StatusActive,90,Success,28.524279550000003,-80.68185579912377,2019,0
130,130,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-06-24 18:09:00+00:00,Long March 3B/E | Beidou-3 IGSO-2,StatusActive,29.15,Success,28.24576155,102.02793799844264,2019,1
131,131,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-06-20 21:43:00+00:00,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,StatusActive,200,Success,5.21237515,-52.77388326708221,2019,13
132,132,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2019-06-12 14:17:00+00:00,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50,Success,34.7519092,-120.534267,2019,0
